이미지,신뢰도,최고IoU,x1,y1,x2,y2
00114.jpg,0.5706450939178467,0.9030560794143062,0.5252833962440491,0.409911185503006,0.6244865655899048,0.4714118242263794
00192.jpg,0.35181859135627747,0.932874571941825,0.5138183832168579,0.28026315569877625,0.5798637270927429,0.3522654175758362
00205.jpg,0.3294082581996918,0.9112244566745296,0.2687697112560272,0.15000812709331512,0.3280535340309143,0.2184453308582306
00205.jpg,0.2942505180835724,0.0,0.9736841320991516,0.9422456622123718,1.0,0.9905024170875549
00237.jpg,0.7424482107162476,0.0,0.0004414042050484568,0.20862121880054474,0.07967076450586319,0.4848289489746094
00262.jpg,0.7115994095802307,0.0,0.8481206893920898,0.5998197197914124,0.8915700316429138,0.6350301504135132
00378.jpg,0.26221564412117004,0.9489389622969185,0.733516275882721,0.25552311539649963,0.8201411366462708,0.31665658950805664
00383.jpg,0.3576849699020386,0.979014301063632,0.8296196460723877,0.32653364539146423,0.9238826036453247,0.40480077266693115
00412.jpg,0.2893705368041992,0.0,0.00024764539557509124,0.984861433506012,0.029713021591305733,1.0
00468.jpg,0.2555100619792938,0.0,0.9882516860961914,0.768982470035553,0.9998669028282166,0.7850133180618286
00489.jpg,0.30613410472869873,0.7409360858143724,0.4393582046031952,0.5282097458839417,0.4461823105812073,0.536220908164978
00494.jpg,0.2743754982948303,0.0,0.4688093364238739,0.49549537897109985,0.478456974029541,0.5035924315452576
00498.jpg,0.29252028465270996,0.0,0.4688551127910614,0.495965838432312,0.4781343936920166,0.5027105808258057
00534.jpg,0.2985932528972626,0.7756060886591748,0.5935216546058655,0.45374470949172974,0.6182209253311157,0.4802534282207489
00597.jpg,0.4883856177330017,0.0,0.2902841866016388,0.3223488926887512,0.304425448179245,0.3352532386779785
00597.jpg,0.3066987693309784,0.28969433251659715,0.5702943801879883,0.30218490958213806,0.5889965295791626,0.31909680366516113
00605.jpg,0.7697707414627075,0.0,0.6562982201576233,0.8761364221572876,0.7072089314460754,0.9048357605934143
00920.jpg,0.5819465517997742,0.0,0.9832009077072144,0.783886194229126,0.9993132948875427,0.798907458782196
01040.jpg,0.8733555674552917,0.9303145605132955,0.6703194975852966,0.10533197224140167,0.8877229690551758,0.24789603054523468
01080.jpg,0.6185998320579529,0.39683416348503847,0.2591283917427063,0.4196748733520508,0.6866183280944824,0.6130005717277527
01092.jpg,0.7333874106407166,0.3695583848010599,0.7308530807495117,0.26414453983306885,0.8528278470039368,0.43562397360801697
01127.jpg,0.3113350570201874,0.0,0.32983577251434326,0.9341637492179871,0.36744990944862366,0.9553046822547913
01129.jpg,0.386741042137146,0.09887048748971983,0.0,0.06915303319692612,0.5847930908203125,0.9049656391143799
01183.jpg,0.5909228324890137,0.878644058958398,0.0012465318432077765,0.13761574029922485,0.28190210461616516,0.5986837148666382
01206.jpg,0.8082281947135925,0.28813527573744924,0.4372134208679199,0.5238921642303467,0.4773918688297272,0.5848162770271301
01313.jpg,0.28933796286582947,0.0,0.0212912205606699,0.7022101283073425,0.03246936574578285,0.7185469269752502
01315.jpg,0.8565170168876648,0.4972798711863637,0.4435773491859436,0.3516025245189667,0.5479423403739929,0.45644646883010864
01341.jpg,0.25783786177635193,0.0,0.5942827463150024,0.8585518002510071,0.6129752993583679,0.882576584815979
01411.jpg,0.3928373456001282,0.36368521451186364,0.14352110028266907,0.1070040836930275,0.5225990414619446,0.39733219146728516
01416.jpg,0.3884120583534241,0.0,0.9157882928848267,0.04830365255475044,0.9508034586906433,0.07794854044914246
01459.jpg,0.2955372631549835,0.9302847102304233,0.610148549079895,0.49037858843803406,0.6810799241065979,0.549655020236969
01577.jpg,0.2555100619792938,0.0,0.9882516860961914,0.768982470035553,0.9998669028282166,0.7850133180618286
01606.jpg,0.30613410472869873,0.7409360858143724,0.4393582046031952,0.5282097458839417,0.4461823105812073,0.536220908164978
01613.jpg,0.2743754982948303,0.0,0.4688093364238739,0.49549537897109985,0.478456974029541,0.5035924315452576
01650.jpg,0.4334973096847534,0.0,0.3060896694660187,0.5287266373634338,0.31820279359817505,0.5399448871612549
01653.jpg,0.6213225722312927,0.9254403704595561,0.5948777794837952,0.7266367077827454,0.659434974193573,0.7867270112037659
01683.jpg,0.7131640315055847,0.4408349281825847,0.43125030398368835,0.6202041506767273,0.467344731092453,0.6472340822219849
01710.jpg,0.5207940936088562,0.0,7.144784467527643e-05,0.24542167782783508,0.00943759549409151,0.2560320198535919
01752.jpg,0.2646625339984894,0.0,0.26982295513153076,0.45373159646987915,0.2800564467906952,0.464311808347702
01822.jpg,0.3142552971839905,0.9174087833385479,0.533723771572113,0.5124399065971375,0.5529317855834961,0.533292293548584
01871.jpg,0.8703555464744568,0.49118558238636123,0.8439204692840576,0.4973779022693634,0.8662153482437134,0.5200762152671814
02108.jpg,0.3634759783744812,0.7391812455506435,0.42010846734046936,0.7002432942390442,0.4377938210964203,0.7147384881973267
02113.jpg,0.7565805315971375,0.3887938168159916,0.7022642493247986,0.3615708351135254,0.7310607433319092,0.37889012694358826
02123.jpg,0.3068324327468872,0.0,0.5155085921287537,0.36670824885368347,0.5346769094467163,0.38516765832901
02123.jpg,0.28881025314331055,0.38854746656086964,0.6077867150306702,0.2611826956272125,0.6252509355545044,0.2793363034725189
