이미지,신뢰도,최고IoU,x1,y1,x2,y2
00032.jpg,0.4598224461078644,0.0,0.7704404592514038,0.49715980887413025,0.8010573387145996,0.5275918245315552
00054.jpg,0.3334476947784424,0.8361670100717101,0.09454487264156342,0.40786412358283997,0.2069467157125473,0.4896005392074585
00063.jpg,0.34204530715942383,0.8769594834205653,0.38367724418640137,0.5510228276252747,0.4897126853466034,0.651913046836853
00091.jpg,0.3893267810344696,0.7457731500230945,0.48075342178344727,0.6731273531913757,0.5870463848114014,0.7765054106712341
00127.jpg,0.3925842344760895,0.8913935746390976,0.7333787083625793,0.36323919892311096,0.8180109858512878,0.4654061198234558
00141.jpg,0.6836255788803101,0.8949125933013634,0.5350719690322876,0.24646054208278656,0.6420899033546448,0.3438814580440521
00171.jpg,0.2621181309223175,0.21214917954473114,0.48463326692581177,0.03942502290010452,0.5125119090080261,0.06539175659418106
00199.jpg,0.28230980038642883,0.03423692619092902,0.45963984727859497,0.3056659400463104,0.715974748134613,0.6460619568824768
00218.jpg,0.36252763867378235,0.21594504186566818,0.4616435468196869,0.5011690258979797,0.49907898902893066,0.5638703107833862
00218.jpg,0.2659660875797272,0.2968851642687712,0.4569346010684967,0.4968961179256439,0.49216586351394653,0.556236982345581
00262.jpg,0.339859277009964,0.0,0.8583707809448242,0.605726420879364,0.8908089995384216,0.629788875579834
00279.jpg,0.2953452169895172,0.8205845299864307,0.4322164058685303,0.42420274019241333,0.5216999053955078,0.5452883243560791
00288.jpg,0.7123966813087463,0.0,0.44854894280433655,0.8006629943847656,0.48507434129714966,0.826416552066803
00288.jpg,0.6412778496742249,0.7961607336420932,0.32132086157798767,0.6019742488861084,0.42709633708000183,0.6554854512214661
00327.jpg,0.3214358687400818,0.9277149164840275,0.41675445437431335,0.5033036470413208,0.5057235956192017,0.6409584283828735
00481.jpg,0.7356612682342529,0.4585055601761833,0.2246759980916977,0.24122285842895508,0.2435818314552307,0.2652569115161896
00488.jpg,0.7196447849273682,0.4764055622009391,0.4127984642982483,0.5717175602912903,0.4223650097846985,0.5813461542129517
00489.jpg,0.6530386805534363,0.4863637498153273,0.43889111280441284,0.5265593528747559,0.44752949476242065,0.5360361933708191
00494.jpg,0.3605828285217285,0.0,0.4594155251979828,0.45304763317108154,0.4740052819252014,0.46567025780677795
00515.jpg,0.33333173394203186,0.7011760426794054,0.09785120189189911,0.39498671889305115,0.12380581349134445,0.41729843616485596
00605.jpg,0.7981066107749939,0.0,0.6575891375541687,0.8784955143928528,0.70477294921875,0.9041178822517395
00619.jpg,0.7212073802947998,0.46236558982133724,0.17151032388210297,0.3850213885307312,0.19016604125499725,0.3990057408809662
00619.jpg,0.2648317515850067,0.0,0.217727392911911,0.2561112642288208,0.24283155798912048,0.2796035408973694
00695.jpg,0.39099177718162537,0.7997176209659508,0.5953516960144043,0.5787178874015808,0.6088574528694153,0.5923424959182739
00703.jpg,0.3583584129810333,0.0,0.9917841553688049,0.5677574872970581,1.0,0.5886029005050659
00715.jpg,0.7940987944602966,0.44654516410323264,0.551416277885437,0.8554579019546509,0.5717201828956604,0.8753507137298584
00718.jpg,0.27457982301712036,0.0,0.34472882747650146,0.8269510865211487,0.3626728653907776,0.8428610563278198
00808.jpg,0.3454560339450836,0.0,0.5854938626289368,0.3526569604873657,0.6072920560836792,0.3739195466041565
00831.jpg,0.4792499542236328,0.0,0.00023096428776625544,0.39050525426864624,0.02340894192457199,0.43814119696617126
00837.jpg,0.2771407961845398,0.673844022166498,0.4701351523399353,0.4068996012210846,0.4814707934856415,0.4160975515842438
00839.jpg,0.2709972858428955,0.6280627385801023,0.19179405272006989,0.5637434720993042,0.20552846789360046,0.5738729238510132
00920.jpg,0.3661491870880127,0.0,0.9812154769897461,0.7825686931610107,0.9995290637016296,0.8024709820747375
01016.jpg,0.572314441204071,0.0,0.16157840192317963,0.582346498966217,0.20833639800548553,0.6171372532844543
01077.jpg,0.4710162878036499,0.32731916530011923,0.1721808761358261,0.2954593598842621,0.741445779800415,0.6306794881820679
01092.jpg,0.8846461772918701,0.3820329317132514,0.7280070185661316,0.2644058167934418,0.8503441214561462,0.43986377120018005
01163.jpg,0.555731475353241,0.8556645617630004,0.27100932598114014,0.37209978699684143,0.38905277848243713,0.44402462244033813
01206.jpg,0.7496728897094727,0.2883391272489425,0.43773794174194336,0.525020956993103,0.4783508777618408,0.5852506756782532
01206.jpg,0.45899030566215515,0.39217494204153,0.4424346387386322,0.535369873046875,0.47874364256858826,0.5845397114753723
01219.jpg,0.4197118282318115,0.4279870234567005,0.5657023787498474,0.22391311824321747,0.898159921169281,0.47187042236328125
01227.jpg,0.6761873960494995,0.8939537708146674,0.9045384526252747,0.6931613683700562,0.9998418092727661,0.8148576021194458
01273.jpg,0.48521625995635986,0.0,0.26154017448425293,0.16294333338737488,0.2711600959300995,0.17403507232666016
01273.jpg,0.288010835647583,0.43364063991053164,0.39592716097831726,0.19624242186546326,0.7704801559448242,0.5328208208084106
01310.jpg,0.5084866285324097,0.628001384211118,0.24436581134796143,0.26086747646331787,0.810032844543457,0.7947505712509155
01311.jpg,0.3030499517917633,0.8337701202074895,0.25621187686920166,0.2872493863105774,0.7222863435745239,0.6690301895141602
01313.jpg,0.2604842483997345,0.0,0.9246237874031067,0.26491957902908325,0.9980760812759399,0.38593804836273193
01317.jpg,0.2852449417114258,0.9204739811620302,0.346096009016037,0.11879728734493256,0.39640340209007263,0.1780845671892166
01327.jpg,0.7188187837600708,0.3033845842247743,0.442329466342926,0.30670955777168274,0.4573671519756317,0.33403295278549194
01339.jpg,0.2651976943016052,0.0,0.6355552077293396,0.26777419447898865,0.6557267308235168,0.28615787625312805
01341.jpg,0.30223116278648376,0.0,0.5947629809379578,0.8581486344337463,0.6124742031097412,0.8813170194625854
01348.jpg,0.47721487283706665,0.9082006658282963,0.39172348380088806,0.051416367292404175,0.47565600275993347,0.1865597516298294
01353.jpg,0.7742196321487427,0.9326371954260757,0.30560290813446045,0.20969745516777039,0.5660000443458557,0.6025044322013855
01385.jpg,0.29222235083580017,0.7754800369100016,0.478316992521286,0.3018958568572998,0.56641685962677,0.4234323799610138
01392.jpg,0.3638095259666443,0.7811332259348501,0.3423236906528473,0.29576146602630615,0.5901131629943848,0.6811498403549194
01411.jpg,0.8873832821846008,0.40757056366439753,0.1692582070827484,0.09759726375341415,0.498293399810791,0.39606547355651855
01472.jpg,0.36977702379226685,0.897652754823479,0.756822943687439,0.807208240032196,0.8290207386016846,0.8569208979606628
01555.jpg,0.38128209114074707,0.6475906717496545,0.37743017077445984,0.5885151028633118,0.3942960202693939,0.603771984577179
01591.jpg,0.725334107875824,0.488360337794172,0.2576901614665985,0.3093568682670593,0.272396981716156,0.32144293189048767
01596.jpg,0.7356612682342529,0.4585055601761833,0.2246759980916977,0.24122285842895508,0.2435818314552307,0.2652569115161896
01606.jpg,0.6530386805534363,0.4863637498153273,0.43889111280441284,0.5265593528747559,0.44752949476242065,0.5360361933708191
01613.jpg,0.3605828285217285,0.0,0.4594155251979828,0.45304763317108154,0.4740052819252014,0.46567025780677795
01642.jpg,0.33333173394203186,0.7011760426794054,0.09785120189189911,0.39498671889305115,0.12380581349134445,0.41729843616485596
01651.jpg,0.5156828165054321,0.8467516630300639,0.7887064814567566,0.8424755930900574,0.8113240003585815,0.8628889322280884
01683.jpg,0.7972964644432068,0.26247843767103207,0.429178923368454,0.6208913922309875,0.47840893268585205,0.652847409248352
01691.jpg,0.27350521087646484,0.0,0.7954391241073608,0.9642530679702759,0.818476140499115,0.9903200268745422
01695.jpg,0.6510764360427856,0.46481209237472937,0.18860475718975067,0.631698489189148,0.20947352051734924,0.6570536494255066
01695.jpg,0.603006899356842,0.4886827073064365,0.18933407962322235,0.6325470805168152,0.20951339602470398,0.657487690448761
01871.jpg,0.6176915764808655,0.4859823635394861,0.8444035053253174,0.497818261384964,0.8671751022338867,0.517029345035553
01874.jpg,0.39099177718162537,0.7997176209659508,0.5953516960144043,0.5787178874015808,0.6088574528694153,0.5923424959182739
01885.jpg,0.3583584129810333,0.0,0.9917841553688049,0.5677574872970581,1.0,0.5886029005050659
