이미지,신뢰도,최고IoU,x1,y1,x2,y2
00032.jpg,0.4531921148300171,0.0,0.2678349018096924,0.0006329501629807055,0.30517253279685974,0.024835096672177315
00048.jpg,0.2883315682411194,0.0,0.32725006341934204,0.7208269834518433,0.6595591902732849,1.0
00153.jpg,0.8143718838691711,0.9731887830931074,0.19580106437206268,0.44498011469841003,0.25472235679626465,0.5119073987007141
00176.jpg,0.3697403371334076,0.0,0.6810205578804016,0.2953116297721863,0.6883535385131836,0.3027621805667877
00192.jpg,0.4422517418861389,0.91608972203449,0.512529194355011,0.2804010212421417,0.580157458782196,0.3517553210258484
00205.jpg,0.2702164649963379,0.8998684095953715,0.27033644914627075,0.14872829616069794,0.32854315638542175,0.21932902932167053
00218.jpg,0.3116981089115143,0.26518484060312836,0.4576873779296875,0.49756377935409546,0.4970462918281555,0.5570311546325684
00262.jpg,0.6562119722366333,0.0,0.8540580868721008,0.6029521822929382,0.8943214416503906,0.6338886022567749
00284.jpg,0.4910738468170166,0.4696390079994789,0.6407127380371094,0.1899125874042511,0.7463499307632446,0.34863272309303284
00294.jpg,0.4267965257167816,0.8925355880299254,0.2862948477268219,0.2983214259147644,0.6138632893562317,0.5116085410118103
00452.jpg,0.279835045337677,0.5709732241022899,0.49200713634490967,0.5674389600753784,0.5154644846916199,0.584060788154602
00603.jpg,0.3234899640083313,0.8065193277214874,0.4424353241920471,0.3273159861564636,0.4585709273815155,0.34754568338394165
00605.jpg,0.8775699734687805,0.0,0.6558564901351929,0.8774447441101074,0.706177830696106,0.9042502045631409
00625.jpg,0.25971946120262146,0.6533087838292349,0.47740626335144043,0.3430984616279602,0.48719751834869385,0.35682016611099243
00720.jpg,0.5364131927490234,0.0,0.5654387474060059,0.33157405257225037,0.5826182961463928,0.35405072569847107
00742.jpg,0.32068800926208496,0.7258583162360658,0.3797793984413147,0.46809622645378113,0.4105982482433319,0.4955144226551056
00842.jpg,0.28756946325302124,0.7460432405110677,0.6088696122169495,0.4809871017932892,0.622504711151123,0.4921753406524658
00885.jpg,0.287169486284256,0.574479513991263,0.4863235652446747,0.45674240589141846,0.4938153326511383,0.46458306908607483
00888.jpg,0.4346829950809479,0.6363479255095924,0.5453163385391235,0.4087772071361542,0.5577664375305176,0.41666436195373535
01016.jpg,0.3475126624107361,0.8408329962758175,0.39973780512809753,0.39029601216316223,0.7106474041938782,0.6044736504554749
01019.jpg,0.29891249537467957,0.8194704988812774,0.4167708456516266,0.2972390651702881,0.4814944267272949,0.3630136251449585
01092.jpg,0.8700159192085266,0.3958432119551698,0.7347145080566406,0.2679353952407837,0.8473270535469055,0.43790605664253235
01129.jpg,0.5554926991462708,0.0,0.8702794909477234,0.667288064956665,0.9244328737258911,0.6941692233085632
01155.jpg,0.6765759587287903,0.44122456973938373,0.285919189453125,0.010917508974671364,0.47235241532325745,0.13497823476791382
01173.jpg,0.7466235160827637,0.8897121778739351,0.7289401888847351,0.3384838402271271,0.9091089367866516,0.5310112237930298
01206.jpg,0.5306412577629089,0.2863304633997661,0.4384882152080536,0.5238384008407593,0.4782181680202484,0.5858386158943176
01244.jpg,0.27448010444641113,0.8027323484103984,0.4941421449184418,0.06673159450292587,0.5661842226982117,0.13135023415088654
01257.jpg,0.26860180497169495,0.8924252943166266,0.5514432191848755,0.11118265986442566,0.6189542412757874,0.16726945340633392
01271.jpg,0.35674652457237244,0.0,0.26520997285842896,0.02329277992248535,0.31597861647605896,0.13791601359844208
01273.jpg,0.5964301824569702,0.0,0.2621100842952728,0.1626998782157898,0.2716360092163086,0.1745421290397644
01299.jpg,0.3560752868652344,0.8522428280765814,0.17345324158668518,0.2796954810619354,0.5844817757606506,0.5545438528060913
01310.jpg,0.30714914202690125,0.7186415042885508,0.09950415790081024,0.03329741954803467,0.7477867007255554,0.8980036377906799
01327.jpg,0.6129894852638245,0.41145860471072077,0.4415651857852936,0.3033472001552582,0.4581387937068939,0.33181267976760864
01339.jpg,0.25222375988960266,0.41189086918179013,0.3421694338321686,0.0,0.3697126805782318,0.017216019332408905
01341.jpg,0.42425477504730225,0.0,0.5949551463127136,0.8573664426803589,0.6124154925346375,0.8821442127227783
01379.jpg,0.42127591371536255,0.34528551288144177,0.3167094886302948,0.5848186016082764,0.4068909287452698,0.726340651512146
01411.jpg,0.30836719274520874,0.4266786133821198,0.15884356200695038,0.10923239588737488,0.47405871748924255,0.4068340063095093
01436.jpg,0.7425715923309326,0.9062791955891526,0.6870985627174377,0.2911839783191681,0.7532129287719727,0.3510890305042267
01537.jpg,0.46398234367370605,0.892914509797403,0.582947850227356,0.46072348952293396,0.6142733693122864,0.4804611802101135
01591.jpg,0.7440745830535889,0.4965619568966785,0.2578072249889374,0.3102666437625885,0.27259325981140137,0.32208940386772156
01781.jpg,0.25971946120262146,0.6533087838292349,0.47740626335144043,0.3430984616279602,0.48719751834869385,0.35682016611099243
01860.jpg,0.3454216718673706,0.0,0.8708671927452087,0.5867055058479309,0.8788729310035706,0.5953474640846252
01871.jpg,0.46453312039375305,0.49539947491897734,0.8438001871109009,0.49713027477264404,0.8673657178878784,0.518530547618866
01937.jpg,0.32068800926208496,0.7258583162360658,0.3797793984413147,0.46809622645378113,0.4105982482433319,0.4955144226551056
02066.jpg,0.28756946325302124,0.7460432405110677,0.6088696122169495,0.4809871017932892,0.622504711151123,0.4921753406524658
02113.jpg,0.4812479019165039,0.48478184326241885,0.6943044662475586,0.36065569519996643,0.7301063537597656,0.3792017698287964
